2025-06-20 04:51:43,042 - result - CRITICAL - LLM: gpt-4.1-mini
2025-06-20 04:51:43,042 - result - CRITICAL - Mode: Solo
2025-06-20 04:51:43,042 - result - CRITICAL - Datapoints: 500

2025-06-20 04:51:43,043 - result - CRITICAL - ESSAY SET 1:

2025-06-20 04:57:56,476 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
956   "I do not beileve that computers benefit socie...      7       4    -3
675   "Dear Local Newspaper, I think the effects tha...     10       6    -4
1020  "In my own opinion I think that people should ...      7       6    -1
561   "The computer is a good way to contact family ...      8       4    -4
179   "Dear local Newspaper, This is a letter about ...      8       6    -2
149   "Dear Local Newspaper, Have you ever forgot th...     10      10     0
891   "Dear Local Newspaper, I agree with the concer...      8       7    -1
928   "Computers are becoming more advanced everyday...      8       8     0
635   "Dear local newspaper, I has come to my attent...     12      10    -2
257   "Dear local Newspaper, I hear you are whether ...      9       8    -1
967   "Computers were built to help the people make ...      9      10     1
194   "@ORGANIZATION1, In today's age computers are ...      9      10     1
223   "Dear Newspaper, I have been reading about the...      9       6    -3
884   "Knoleg is one of the greatest quests for mank...     10       8    -2
18    "Dear Newspaper, In @DATE1's world we are depe...     10      18     8
135   "Dear local newspaper, @CAPS1 my opinion on th...      6       4    -2
1045  I think that will are all spending to much tim...      8       4    -4
784   "Dear Newspaper @CAPS1, @CAPS2 people in our c...      9       8    -1
86    "Dear, Who ever this concerns Some people are ...      7       4    -3
162   "Dear @ORGANIZATION1, @CAPS1 name is @CAPS2 @C...      5       4    -1
901   "Dear Local newspaper, I think computers are g...      8       6    -2
88    "Dear Readers of the Local Newspaper, More and...      8       6    -2
466   "Dear editor of local newspaper, @CAPS1 you kn...     11       5    -6
871   "Dear Local Newspaper, Have you ever thought a...     10       8    -2
523   "some people learn about far away places, gett...      8       6    -2
456   "Dear @CAPS1 @CAPS2, Computers are all around ...      7       7     0
410   "Dear @CAPS1, @CAPS2 out of ten people spend t...      8       5    -3
14    "Dear Newspaper, People are spending way too m...      9       6    -3
565   "Dear @CAPS1, @CAPS2, I would like to thank yo...     10      10     0
946   "Deear Newspaper, I think that the effects tha...      8       5    -3
503   "Dear @PERSON1, I'm sending you this letter on...      8       6    -2
984   "Dear @CAPS1, Some people say that computers a...      9       8    -1
413   "Dear editor, Have you ever would to know some...     11      14     3
631   "would you rather read six books to get that o...      8       4    -4
793   "Dear The Local Newspaper, I do @CAPS1 compute...      8       7    -1
476   "Dear Local Newspaper, @CAPS1 opinion on the e...      8       8     0
187   "Dear Local Newspaper, I agree with the expert...      7       6    -1
397   "Coumputors are mind browning on what they can...      8       6    -2
712   "Do a adults and kids spend to much time on th...      7       6    -1
1017  "Computers, one of the daily things we use and...      6       6     0
815   "Dear @ORGANIZATION1, I think that computers c...      8       6    -2
264   "Dear The @CAPS1 newspaper, @CAPS2 in front of...     12       5    -7
407   "@ORGANIZATION1, @CAPS1 you @CAPS2 want your k...      8       5    -3
370   "Dear @ORGANIZATION1, To begin, I understand t...      8       8     0
695   "Everyone loves staying on the computer. I wou...      8       4    -4
110   Dear People Computers are not a really good th...      8       4    -4
270   "Do Computers benfit the society? Yes, compute...      8       6    -2
384   "Dear @CAPS1 @CAPS2, Computers do put possitiv...      8       8     0
689   "Dear @CAPS1 @CAPS2: The effects computers hav...      8       5    -3
708   "Man has always been interested in technology....      8       8     0
213   "Computers are a huge impact on society, but d...      9       6    -3
636   "Dear @CAPS1 @CAPS2 register, I am writting yo...      9       6    -3
109   "Do you have a computer? I'll bet @PERCENT2 of...     10       6    -4
814   "Dear Newspaper, The world that we live in tod...      9       8    -1
899   "Dear Readers, @CAPS1 you imagine not talking ...      8       7    -1
830   "Dear @CAPS1, @CAPS2 the ages, technology has ...     11       8    -3
127   "Dear the newspaper, Computers are great resou...     10       8    -2
209   "Do you like your computer? Does it benifit yo...      9       5    -4
973   "Dear local @CAPS1, @CAPS2 people have been us...      9       5    -4
255   "On today's society many new technologys have ...      8       4    -4
498   "Dear, local news time editor using a @CAPS1 d...     10       4    -6
1056  "Dear @CAPS1 @CAPS2 I believe that there is mo...      9       8    -1
189   "Dear The @ORGANIZATION1, Computers are out! T...     10       5    -5
759   "I walked into my living room. I saw my brothe...     10       4    -6
207   "Dear @CAPS1 -in-@CAPS2, Computers are very he...      8      10     2
839   "@ORGANIZATION1, I am writing this letter to i...      8       6    -2
691   "Dear Newspaper, Have you notice that now a da...     10       7    -3
534   "The innovation of computers was a great leap ...     12      10    -2
440   "Being active has no limit, but technology does."      2       2     0
253   "@ORGANIZATION1, @CAPS1 a world without comput...      9      14     5
855   "As you can see, technology these days is alwa...      9       8    -1
995   "Dear local newspaper, I have recently saw tha...      9      10     1
242   "Dear newspaper I hear the more and more peopl...      8       8     0
460   "Dear @ORGANIZATION1, Some people are debating...     10      10     0
788   "Dear @CAPS1 I support that computers have a p...      8       6    -2
398   "In my opinion, having computers is avery nice...     10       6    -4
0     "Dear @CAPS1 @CAPS2, I believe that using comp...      9       6    -3
279   "Dear local newspaper, I agree with the people...      8       7    -1
727   "Dear @ORGANIZATION1, I think computers are go...      6       6     0
910   "Did you know that @PERCENT2 out of @PERCENT1 ...      9       8    -1
389   Computers don’t have any affect on kids we jus...      5       4    -1
57    "I walked into my living room. I saw my mom av...     11       8    -3
867   "Dear editor, computers are good for people be...      2       2     0
465   "Dear local newspaper, I strongly think that m...     10       8    -2
236   "Dear Newspaper @CAPS1, The average american u...     10      15     5
402   "Dear Local Newspaper @CAPS1, @CAPS2 show that...     10       8    -2
22    "Dear @ORGANIZATION1, In this new digital age,...     11       8    -3
183   "Dear Newspaper @CAPS1, @CAPS2 people believe ...     10       8    -2
313   "Dear Local Newspaper, @CAPS1 personal experie...      9       8    -1
883   "Dear town of southing ton, Computers our town...      8       6    -2
819   "Dear newspaper editor, In my opion computers ...      8       8     0
188   "Dear @CAPS1 of @LOCATION1, @CAPS2 the world h...     12      18     6
541   "Dear @ORGANIZATION1, I am aware that some peo...     10      10     0
282   "Dear local Newspaper, @CAPS1 has come to @CAP...      8       6    -2
746   "Dear people that read the news paper and that...      8       4    -4
592   "Dear newspaper I think that there are many re...      9       6    -3
55    "Dear @ORGANIZATION1, I believe many people sp...      9       8    -1
387   "Dear People of @LOCATION2, @CAPS1 many hours ...     10       9    -1
720   "Over the past decade, the percentage of peopl...     10       8    -2
972   "Dear Newspaper @CAPS1, With computers being s...     10      10     0
338   "Dear, @CAPS1 town. As you know it computers a...      6       4    -2
134   "Dear @CAPS1, I believe that computers can be ...      8      10     2
573   "Dear @CAPS1, I believe that computers have a ...      8      14     6
371   "Dear Newspaper, I'm writing to you about the ...      7       5    -2
3     "In the @LOCATION1 we have the technology of a...      9       6    -3
970   "Do you think people spend to much time on the...      8       6    -2
435   "Dear Local Newspaper, Have you ever thought a...     10       8    -2
40    "Dear Readers of the @ORGANIZATION1, Computers...     10      18     8
640   "Dear computer experts, @CAPS1 this: A family ...     12      19     7
1012  "My opinion on computers is that I think it's ...      8       6    -2
62    "I think computers are good because if you nee...      6       4    -2
140   "Suppose you have a family member that you hav...      8       9     1
43    "Computers and modern technology are advancing...      9      18     9
907   "Dear editor of @ORGANIZATION1, I am writting ...      8       4    -4
982   "Did you know that in a recent poll in the @CA...      9       8    -1
197   "Dear Newspaper, People should play with their...      9       8    -1
340   "Dear Local newspaper, I have concerned becaus...      8       6    -2
27    "@ORGANIZATION1, In my opinion computers can b...      9       8    -1
773   "Do Computers @CAPS1 Society? This question mi...      6       4    -2
835   "The computer effects peoplelife by taking the...      8       4    -4
829   "Dear local newspaper @CAPS1, I do agree that ...      8       4    -4
660   "Dear local Newspaper, I was reading this arti...      8       6    -2
132   "Dear @CAPS1 times, I am writing in regards to...      8       6    -2
617   "Guess what! Do you like to use computers well...      8       6    -2
41    "Dear local Newspaper, Some people say compute...      9       8    -1
266   "Have you ever had someone move away and you w...      9       7    -2
511   "Dear Local Newspaper, I don't know if I am un...      9       8    -1
723   "Dear @CAPS1, @CAPS2 name is @PERSON1 and I do...      8       6    -2
300   "Dear @ORGANIZATION1, it has come to my attent...     10       8    -2
751   "Not everyone thinks computers are good for yo...      6       6     0
30    "@ORGANIZATION1, @CAPS1 has been a lot of disc...     10       6    -4
294   "Dear Newspaper, @CAPS1 do you feel about comp...     11       7    -4
477   "Dear newspaper, I heard you were discussing i...     11       7    -4
24    "Dear Local Newspaper @CAPS1, @CAPS2 our techn...     12      10    -2
916   "Dear readers, I right to you today about the ...      8       6    -2
806   "Dear @CAPS1 @CAPS2, I have recently heard abo...      8      10     2
35    "Dear Local Newspaper, everday @CAPS1 technolo...      9      10     1
868   "When your were a kid, did your parents let yo...     10       8    -2
612   "Advancements in technology are very practical...     10       6    -4
391   "Dear @CAPS1 of the Newspaper, @CAPS2 is no do...     10       6    -4
754   "Dear @CAPS1, @CAPS2 would you want to do in y...      9       8    -1
577   "Dear editor, @CAPS1 you think that people spe...      8       6    -2
1007  Dear @CAPS1 @CAPS2 I think that people are spe...      8       4    -4
1062  "Dear @PERSON1, Computers are very helpful in ...      8       6    -2
426   "Dear @ORGANIZATION1, @CAPS1 the world forty y...     11      10    -1
555   "Each year the world becomes more and more adv...     10       8    -2
293   "Dear local Newspaper, In my opinion computers...      9       8    -1
102   "Dear, @ORGANIZATION1 @CAPS1 opinion is gettin...      6       4    -2
507   "Dear local newspaper, Computers are a usefull...      8       4    -4
316   "The importance of computers in the modern wor...      4       2    -2
666   "Dear @CAPS1 @CAPS2, @CAPS3 are you? As for me...     10       8    -2
535   "Dear Local Newspaper, I am writing a letter t...      8       6    -2
21    "Dear @CAPS1 and @CAPS2 of the @LOCATION1 @CAP...      7       4    -3
155   "Dear @ORGANIZATION1 newspaper, I firmly belie...     10      10     0
198   "Dear @ORGANIZATION1, Computers these days hav...     10      20    10
364   "Dear Local Newspaper, @CAPS1 name is @PERSON1...     10       8    -2
4     "Dear @LOCATION1, @CAPS1 people acknowledge th...      8       8     0
711   "Dear @LOCATION1, *@CAPS1*. Now I hear my favo...     10      10     0
353   "I belive the reason why people use the comput...      8       6    -2
598   "Dear @CAPS1, @CAPS2 a student I believe that ...      9       7    -2
735   Dear local newspaper I think that usieng compu...      6       4    -2
210   "Dear @ORGANIZATION2, Computers are destroying...     11      10    -1
301   "I think @CAPS1's should use computer's so the...      6       4    -2
25    "Dear Local Newspaper, @CAPS1 @PERCENT1 in tow...      9       7    -2
411   "Dear @CAPS1, @CAPS2 people find the clicking ...      8       6    -2
87    "The amount of computer usage has been signifi...     11       6    -5
908   "Dear @ORGANIZATION1, I took a poll of @NUM1 p...      8       8     0
934   "Dear Newspaper @CAPS1 @CAPS2 you think that c...      8       6    -2
790   "Dear local newspaper, @CAPS1 has come to my a...      9       5    -4
1002  "Dear Newspaper @CAPS1, Are you aware that mor...      9       4    -5
719   "Dear @LOCATION1, @CAPS1 you think the compute...      8       6    -2
163   "Computers are an amazing technology to life. ...      8       6    -2
195   "I think computers are good, because some peop...      4       4     0
336   "Dear @ORGANIZATION1, I am here to talk about ...      9       8    -1
918   "People are asking me, ""@CAPS1 you think we s...      8       6    -2
508   "Dear editor, I beleve that people should have...      7       6    -1
683   "Dear local news paper, @CAPS1 computers is a ...      8       6    -2
1018  "Dear, local newspaper people @CAPS1's lot of ...      8       6    -2
297   "People often say that computers and technolog...      8       8     0
509   The effects of computers to people are that ad...      8       6    -2
519   "Dear Newspaper people, @CAPS1 you might heard...      9       4    -5
69    "Dear editor: More and more people use compute...      9       8    -1
752   "Dear @ORGANIZATION1, @CAPS1 being at home wit...     10       6    -4
82    "Dear @CAPS1, I think that people I should the...      6       4    -2
383   "Dear @CAPS1 paper, @CAPS2 name is @PERSON1 an...      8       8     0
239   "To the editor of the daily newspaper, I stron...     10       5    -5
537   "Computers are a nice item to have but they ar...      9       8    -1
952   "Dear @CAPS1, In a recent poll it was determin...     10       8    -2
272   "Dear @CAPS1 @CAPS2, I have some opinions on t...      9       6    -3
204   "Dear Local Newspaper, I'm writeing to you tod...      8       4    -4
124   "Dear, Newspaper I believe that the use of com...      8       4    -4
20    "Dear Newspaper, @CAPS1 computers become more ...      8      10     2
876   "Dear Newspaper, @CAPS1 being able to find the...      8       5    -3
430   "Dear @ORGANIZATION1, I understand that there ...     11       8    -3
342   My experience with commputer's is good because...      6       4    -2
591   "@ORGANIZATION1, In my point-of-view, I think ...      8       8     0
665   The effect's computers have on people is not r...      5       2    -3
424   "Dear local newspaper, I think that computers ...      8       8     0
425   "Dear newspaper, I think that using your compu...      8       6    -2
858   "In my opinion I think that computers have not...      7       6    -1
5     Dear @CAPS1 @CAPS2 I feel that computers do ta...      8       6    -2
129   "Dear newspaper, In my opinion, I believe that...      8       6    -2
286   "Dear @CAPS1 @CAPS2 @CAPS3, I think we should ...     10       8    -2
969   "Are people today spending to much time on com...      8       5    -3
572   "Dear local newspaper, @DATE1 I am going to wr...     10       6    -4
215   "To the editor of the @ORGANIZATION2, I am wri...     10      10     0
1036  "Dear @ORGANIZATION2, @DATE1, computers are a ...     11       8    -3
251   "Computers have many effects on people these d...      8       6    -2
481   "Dear @LOCATION1 @CAPS1, @CAPS2 are high tech ...     11       4    -7
645   "Dear Local newspaper, Technology is a ever ev...      6       6     0
653   "Dear Local Newspaper, I am here to tell you t...      9       7    -2
765   "Have you ever thought about all the amazing t...     11      10    -1
947   "To whomever this @MONTH1 concern, @CAPS1 your...     10      10     0
273   "Dear @CAPS1-republican, @CAPS2 do benifit soc...      8       8     0
54    "Dear Local Newspaper, Spending too much time ...     11       8    -3
461   "Dear, @CAPS1 Who would'nt agree that more and...      8       2    -6
17    "Dear @ORGANIZATION1, In the past ten years, a...      8       8     0
265   "To whom it @MONTH1 concern, @CAPS1. My name i...     11       7    -4
366   "Dear @ORGANIZATION1, @CAPS1 has been brought ...     12       8    -4
307   "Dear local news paper, I think computers can ...      8       5    -3
380   "The use of computers is definetly correct. It...      7       6    -1
158   "Dear Local Newspaper, @CAPS1 of all I would l...      7       6    -1
903   "Dear The @CAPS1 @CAPS2, Experts say that comp...      9       8    -1
166   "Dear @CAPS1 local @CAPS2, I think that comput...      8       6    -2
963   "Dear local Newspaper, @CAPS1 you love compute...      8       8     0
828   "There are many great things about computers. ...      8       6    -2
214   "Dear local newspaper, I think that using a co...      8       6    -2
178   "Dear Local Newspaper, I have been asked to wr...     10       6    -4
528   "Computers are one of the best advances in tec...     10       8    -2
141   "Dear Local Newspaper, I think computers have ...      9      14     5
394   "Dear newspaper, @CAPS1 some beleive computers...      9       8    -1
243   "I agree that computers have a bad effect on p...      6       4    -2
152   "Dear @CAPS1, I belive that people are spendin...      8       6    -2
438   "Dear, whom @MONTH1 concern; Local Newspaper. ...      8       5    -3
372   "I think it is okay for people to use computer...      8       5    -3
648   "Dear local nepaper, I have reacently heard ab...      8       4    -4
794   "Dr. @DR1, The effects computers have on peopl...      7       4    -3
607   "Dear editor: @CAPS1 you know that @PERCENT1 o...      9      10     1
378   "Readers of ""@LOCATION2 @CAPS1"" should be we...     11      10    -1
557   "Dear @LOCATION1, Have you ever found yourself...      8       5    -3
681   "To the @CAPS1 @CAPS2 @CAPS3, This day in age,...     11       7    -4
119   "Dear, editor of the @ORGANIZATION1. I beleive...     10       8    -2
1067  "Dear readers, I think that its good and bad t...      2       2     0
184   "Dear @CAPS1, I believe computers are a huge b...     10      18     8
656   "Dear newspaper editor, I think we should have...      9       8    -1
987   "The advancements of technology has developed ...      8       2    -6
785   "Dear, @CAPS1 of the @ORGANIZATION1 @CAPS2 has...      9       9     0
95    "Dear @ORGANIZATION1 @ORGANIZATION1, Have you ...      8       8     0
470   "I believe that people should enjoy nature mor...      7       4    -3
1055  "Dear @ORGANIZATION1, @CAPS1 you know that @NU...      9       7    -2
97    "Computers have a good effect on people becaus...      9       8    -1
157   "Dear local newspaper, Too much technology! Co...      8       8     0
892   "Dear Local @CAPS1, I am deligted to write thi...      9       8    -1
774   "Dear newspaper, I think computers have a good...     10      10     0
538   "Dear local newspaper, I think your wrong!!. I...      8       8     0
637   "Dear @CAPS1, @CAPS2 we all know more and more...      7       8     1
1057  "Computers have gotten more advanced over time...      8       8     0
512   "Lies! The computers we use in society do not ...     10      10     0
888   "@ORGANIZATION1, In my opinion, the effects co...      6       6     0
168   "Computers are very helpful in many of ways. I...      6       2    -4
28    "Dear @CAPS1 @CAPS2 @CAPS3, I am writing to te...      7       6    -1
960   "Dear @CAPS1 @CAPS2, I am writing to you about...      7       6    -1
339   "Dear Newspaper, I strongly believe that compu...      8       6    -2
659   "@CAPS1 you know we all like computers and we ...      8       4    -4
246   "Dear @LOCATION1 @CAPS1, Computers lately have...     10       7    -3
808   "@DATE1 @CAPS1 The @CAPS2, I believe that comp...      8       8     0
975   "I don't think computers benefit the society a...      8       7    -1
816   "Dear Local Newspaper, Local newspaper do you ...      8       4    -4
743   "Dear @CAPS1 @CAPS2 @CAPS3, Computers are a so...      8       6    -2
303   "Dear @LOCATION1, @CAPS1 you believe people sp...      8       4    -4
974   "Dear Newspaper, I believe that computers have...      8       8     0
1000  "Dear @CAPS1 and readers @ORGANIZATION1 the @O...     11      10    -1
715   Dear local Newspaper @CAPS1 a take all your co...      3       2    -1
889   "Dear Local Newspaper, I think computers have ...      8      14     6
412   "Dier: newspaper I thingk the computers are be...      7       4    -3
992   "Dear @CAPS1 @CAPS2, @CAPS3't it about time we...      9       8    -1
875   "Almost every family has access to a computer....     12       8    -4
750   "Dear Newspaper, The question is whether or no...      9       8    -1
898   "Dear Local newspaper, @CAPS1 opinion is yes p...      7       4    -3
70    "Dear newspaper, @CAPS1 people think that comp...      8       6    -2
661   "Dear local Newspaper, Have you ever wondered ...      6       5    -1
67    "Dear @CAPS1, A recent study by scientists sho...     10       7    -3
222   "Dear fellow citizens, @CAPS1 think if you had...     10       7    -3
962   "Dear local newspaper, Those who do support ad...      9       8    -1
701   "Dear NewsPaper @CAPS1, Have you ever taken in...     10      10     0
630   "Dear local newspaper, A question that recentl...     10       6    -4
576   "Dear @CAPS1, @CAPS2 people have computers, an...      9       7    -2
1051  "Dear local newspaper editor, @CAPS1 you love ...      8       7    -1
786   "I think we need our computers. If we dont hav...      7       6    -1
116   "Dear local news paper I think the computers b...      8       8     0
